,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,DAYS_BIRTH,CNT_CHILDREN,DAYS_EMPLOYED,NAME_EDUCATION_TYPE,NAME_CONTRACT_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,NAME_INCOME_TYPE,CODE_GENDER
297788,521280.0,28408.5,450000.0,-11097,3,-408.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
297792,312840.0,22891.5,247500.0,-14755,2,-6791.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
297814,135000.0,5089.5,135000.0,-11093,0,-2300.0,Higher education,Cash loans,Married,House / apartment,Working,F
297826,961794.0,53833.5,909000.0,-17385,0,-2321.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
297926,180000.0,9000.0,180000.0,-8240,0,-1255.0,Secondary / secondary special,Revolving loans,Single / not married,With parents,Working,M
297937,675000.0,22306.5,675000.0,-16136,0,-4164.0,Secondary / secondary special,Cash loans,Civil marriage,Municipal apartment,Working,F
297949,1125000.0,32895.0,1125000.0,-18751,0,-5906.0,Higher education,Cash loans,Married,House / apartment,Working,M
297992,555273.0,18040.5,463500.0,-17622,0,-5564.0,Higher education,Cash loans,Married,House / apartment,State servant,F
298016,675000.0,24246.0,675000.0,-18926,0,-11603.0,Secondary / secondary special,Cash loans,Separated,House / apartment,State servant,F
298020,525735.0,42282.0,450000.0,-10889,0,-3089.0,Secondary / secondary special,Cash loans,Single / not married,Rented apartment,Commercial associate,M
298031,630000.0,20322.0,630000.0,-14730,2,-3480.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
298069,808650.0,31464.0,675000.0,-10416,0,-3074.0,Secondary / secondary special,Cash loans,Single / not married,Municipal apartment,Commercial associate,M
298127,679500.0,25879.5,679500.0,-18944,0,-10212.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
298140,229230.0,24453.0,202500.0,-16728,0,-4654.0,Higher education,Cash loans,Separated,House / apartment,Working,F
298146,781920.0,28215.0,675000.0,-15434,1,-4497.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Working,F
298153,743031.0,39717.0,688500.0,-12199,2,-1315.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,M
298155,755190.0,36459.0,675000.0,-12700,0,-2113.0,Higher education,Cash loans,Married,House / apartment,Working,F
298165,439740.0,22581.0,315000.0,-19209,0,-6930.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
298209,225000.0,14647.5,225000.0,-10989,0,-1149.0,Secondary / secondary special,Cash loans,Married,With parents,Working,F
298256,225000.0,14377.5,225000.0,-16456,0,-777.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Working,M
298363,1213339.5,50071.5,1084500.0,-13050,2,-3878.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,M
298465,301536.0,16488.0,216000.0,-10572,0,-1109.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
298466,521280.0,27292.5,450000.0,-12478,0,-962.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,M
298493,892044.0,28903.5,639000.0,-15942,0,-5638.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,M
298507,900000.0,38263.5,900000.0,-15125,0,-1823.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,M
298529,270000.0,13500.0,270000.0,-8223,0,-782.0,Secondary / secondary special,Revolving loans,Married,House / apartment,Working,M
298537,306306.0,13491.0,247500.0,-17145,0,-2396.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
298565,592047.0,46908.0,535500.0,-11984,1,-2379.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,M
298590,640080.0,24259.5,450000.0,-17081,0,-220.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
298697,450000.0,21888.0,450000.0,-14489,1,-1100.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
298711,1056447.0,31018.5,922500.0,-22155,0,-853.0,Secondary / secondary special,Cash loans,Separated,House / apartment,Commercial associate,F
298736,405000.0,20250.0,405000.0,-20239,0,-3312.0,Higher education,Revolving loans,Civil marriage,House / apartment,Working,F
298746,258709.5,25717.5,234000.0,-15500,1,-2741.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Commercial associate,F
298787,247500.0,13554.0,247500.0,-18790,0,-5365.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
298805,1575000.0,45270.0,1575000.0,-17857,0,-3555.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
298871,180000.0,9000.0,180000.0,-13147,3,-2440.0,Secondary / secondary special,Revolving loans,Married,House / apartment,Working,F
298921,900000.0,26316.0,900000.0,-18884,0,-649.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
298982,454500.0,21996.0,454500.0,-9314,1,-533.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
298994,450000.0,24412.5,450000.0,-15632,0,-5433.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,M
299009,500427.0,25681.5,432000.0,-10230,1,-302.0,Secondary / secondary special,Cash loans,Married,Municipal apartment,Working,M
299068,521280.0,41926.5,450000.0,-15977,1,-1038.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
299186,125640.0,6543.0,90000.0,-12850,2,-1377.0,Incomplete higher,Cash loans,Married,House / apartment,Working,F
299377,540000.0,25150.5,540000.0,-18828,0,-1608.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Commercial associate,M
299404,113760.0,5431.5,90000.0,-9539,0,-1310.0,Secondary / secondary special,Cash loans,Single / not married,With parents,Working,M
299427,450000.0,35554.5,450000.0,-13230,0,-961.0,Secondary / secondary special,Cash loans,Married,With parents,Working,F
299428,770913.0,22671.0,643500.0,-13784,0,-3932.0,Higher education,Cash loans,Civil marriage,House / apartment,Working,F
299446,1288350.0,37800.0,1125000.0,-20415,0,-10649.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
299467,808650.0,23773.5,675000.0,-15488,0,-5886.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
299599,257391.0,22149.0,238500.0,-16098,2,-525.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
299633,247500.0,12375.0,247500.0,-9335,1,-2615.0,Secondary / secondary special,Revolving loans,Married,House / apartment,Commercial associate,M
299662,381528.0,18684.0,315000.0,-11644,0,-2846.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Commercial associate,M
299673,239850.0,25317.0,225000.0,-18035,0,-3466.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Working,M
299686,675000.0,21775.5,675000.0,-18158,0,-1232.0,Secondary / secondary special,Cash loans,Single / not married,Municipal apartment,State servant,F
299759,225000.0,23625.0,225000.0,-10172,1,-1664.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,M
299787,1622691.0,44752.5,1354500.0,-15558,2,-360.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
299818,2013840.0,53253.0,1800000.0,-15991,1,-4312.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
299833,1288350.0,37669.5,1125000.0,-16845,0,-1775.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
299895,1288350.0,37800.0,1125000.0,-17453,0,-1143.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Working,F
299927,865323.0,50724.0,747000.0,-11229,1,-643.0,Incomplete higher,Cash loans,Married,House / apartment,Commercial associate,F
299932,225000.0,14521.5,225000.0,-19799,0,-470.0,Higher education,Cash loans,Married,With parents,State servant,F
300017,1162170.0,34110.0,832500.0,-19727,0,-2690.0,Higher education,Cash loans,Widow,House / apartment,Working,M
300062,573408.0,25389.0,495000.0,-21149,0,-2686.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Working,F
300182,183384.0,12069.0,162000.0,-9991,0,-2723.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Working,M
300370,675000.0,22437.0,675000.0,-17480,0,-4243.0,Secondary / secondary special,Cash loans,Married,Municipal apartment,Commercial associate,F
300387,270000.0,13500.0,270000.0,-16200,0,-1131.0,Secondary / secondary special,Revolving loans,Separated,House / apartment,Working,M
300519,312768.0,16096.5,270000.0,-11568,3,-691.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
300553,225000.0,17775.0,225000.0,-8236,0,-573.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Working,M
300574,315000.0,16753.5,315000.0,-10092,1,-1817.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Working,F
300638,112068.0,11214.0,99000.0,-21023,0,-9525.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
300674,640080.0,31261.5,450000.0,-13010,0,-1084.0,Higher education,Cash loans,Married,House / apartment,Commercial associate,F
300735,427500.0,23319.0,427500.0,-12525,0,-728.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
300765,237024.0,18724.5,180000.0,-20084,0,-1791.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
300823,900000.0,60390.0,900000.0,-10131,0,-1968.0,Higher education,Cash loans,Married,House / apartment,Commercial associate,M
300842,325908.0,14485.5,247500.0,-17479,0,-1304.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
300893,1532506.5,53397.0,1399500.0,-15867,1,-5132.0,Higher education,Cash loans,Married,House / apartment,Working,F
300968,382500.0,18733.5,382500.0,-12328,2,-1736.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
300972,1535553.0,42354.0,1372500.0,-15126,0,-3395.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
300979,519633.0,29961.0,481500.0,-18015,0,-3523.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Commercial associate,F
300990,272520.0,16672.5,225000.0,-11178,0,-1064.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
301052,143910.0,14233.5,135000.0,-16648,0,-4459.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
301129,321574.5,15120.0,265500.0,-13567,2,-539.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
301138,1288350.0,37800.0,1125000.0,-14622,2,-3397.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
301163,1125000.0,37309.5,1125000.0,-14498,1,-824.0,Higher education,Cash loans,Separated,With parents,Working,F
301176,180000.0,9895.5,180000.0,-15123,0,-189.0,Secondary / secondary special,Cash loans,Single / not married,Rented apartment,Commercial associate,F
301202,112500.0,4171.5,112500.0,-22652,0,-12384.0,Secondary / secondary special,Cash loans,Widow,House / apartment,State servant,F
301229,656725.5,36801.0,594000.0,-19119,0,-7657.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
301253,1963494.0,53995.5,1755000.0,-9881,0,-1132.0,Secondary / secondary special,Cash loans,Married,Rented apartment,Working,F
301279,225000.0,11250.0,225000.0,-16504,1,-1538.0,Higher education,Revolving loans,Married,House / apartment,Working,M
301294,508495.5,38146.5,454500.0,-18662,0,-1467.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
301297,189000.0,13882.5,189000.0,-13959,1,-1714.0,Higher education,Cash loans,Separated,House / apartment,Commercial associate,F
301322,298512.0,17266.5,270000.0,-16917,0,-5472.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Working,F
301329,1288350.0,37795.5,1125000.0,-15828,0,-3120.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
301365,203760.0,21748.5,180000.0,-11314,0,-2594.0,Secondary / secondary special,Cash loans,Single / not married,With parents,Working,M
301423,156384.0,11250.0,135000.0,-12939,1,-6124.0,Secondary / secondary special,Cash loans,Separated,House / apartment,Working,F
301434,337761.0,20538.0,256500.0,-10685,1,-1310.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
301575,760225.5,51138.0,679500.0,-14083,0,-7049.0,Higher education,Cash loans,Married,House / apartment,Working,F
301605,202500.0,11754.0,202500.0,-15044,0,-7882.0,Incomplete higher,Cash loans,Married,House / apartment,State servant,F
301655,1125000.0,47794.5,1125000.0,-21192,0,-4019.0,Higher education,Cash loans,Married,House / apartment,Working,F
301764,443088.0,24165.0,382500.0,-10694,1,-1286.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
301782,1125000.0,32895.0,1125000.0,-20644,0,-5869.0,Higher education,Cash loans,Married,House / apartment,Commercial associate,F
301784,545040.0,26640.0,450000.0,-10816,0,-758.0,Higher education,Cash loans,Married,House / apartment,Commercial associate,M
301831,156384.0,17815.5,135000.0,-12682,1,-4279.0,Secondary / secondary special,Cash loans,Married,House / apartment,State servant,M
301916,495000.0,18981.0,495000.0,-11283,1,-140.0,Higher education,Cash loans,Married,House / apartment,Working,F
301919,101880.0,10206.0,90000.0,-17247,0,-602.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Working,F
301937,518562.0,24160.5,463500.0,-9866,1,-1461.0,Higher education,Cash loans,Married,House / apartment,State servant,F
301948,630000.0,20452.5,630000.0,-14742,0,-917.0,Higher education,Cash loans,Civil marriage,House / apartment,State servant,F
301966,380533.5,22995.0,328500.0,-9198,0,-850.0,Higher education,Cash loans,Single / not married,House / apartment,Working,F
301967,1223010.0,51817.5,1125000.0,-18281,0,-3027.0,Secondary / secondary special,Cash loans,Married,House / apartment,State servant,M
302021,1288350.0,37669.5,1125000.0,-17051,1,-10150.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
302038,450000.0,27324.0,450000.0,-14945,0,-1092.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
302071,1885536.0,95913.0,1800000.0,-23774,0,-2381.0,Higher education,Cash loans,Married,House / apartment,Commercial associate,M
302127,273636.0,29164.5,247500.0,-12559,1,-581.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
302134,180000.0,12307.5,180000.0,-12158,0,-3366.0,Higher education,Cash loans,Married,House / apartment,Working,F
302196,1256400.0,36864.0,900000.0,-18383,0,-1844.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Working,F
302276,180000.0,9000.0,180000.0,-14542,0,-4120.0,Secondary / secondary special,Revolving loans,Separated,House / apartment,Working,M
302296,706410.0,67072.5,679500.0,-13100,0,-4022.0,Higher education,Cash loans,Married,House / apartment,Commercial associate,F
302350,269550.0,16416.0,225000.0,-12687,1,-3999.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
302377,315000.0,15750.0,315000.0,-15318,1,-2397.0,Secondary / secondary special,Revolving loans,Civil marriage,House / apartment,Commercial associate,F
302387,265500.0,14530.5,265500.0,-10079,0,-2569.0,Incomplete higher,Cash loans,Married,With parents,State servant,F
302399,180000.0,9000.0,180000.0,-19485,0,-556.0,Secondary / secondary special,Revolving loans,Married,House / apartment,Working,M
302482,180000.0,9000.0,180000.0,-15718,0,-4278.0,Secondary / secondary special,Revolving loans,Married,House / apartment,Working,M
302495,545040.0,31419.0,450000.0,-20017,1,-1473.0,Secondary / secondary special,Cash loans,Widow,House / apartment,Commercial associate,F
302532,1288350.0,41562.0,1125000.0,-11659,0,-1156.0,Incomplete higher,Cash loans,Civil marriage,With parents,Commercial associate,M
302567,526491.0,29529.0,454500.0,-12803,0,-899.0,Secondary / secondary special,Cash loans,Single / not married,With parents,Working,F
302568,964989.0,26667.0,805500.0,-17564,0,-9106.0,Higher education,Cash loans,Married,House / apartment,Working,F
302583,1321902.0,38781.0,1035000.0,-19327,0,-505.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
302585,227520.0,18103.5,180000.0,-8642,0,-1021.0,Incomplete higher,Cash loans,Single / not married,House / apartment,Working,F
302616,180000.0,9000.0,180000.0,-8841,0,-383.0,Secondary / secondary special,Revolving loans,Single / not married,Office apartment,Working,M
302662,808650.0,26086.5,675000.0,-16962,0,-34.0,Secondary / secondary special,Cash loans,Widow,House / apartment,Working,F
302686,526491.0,19039.5,454500.0,-17885,0,-5421.0,Higher education,Cash loans,Married,House / apartment,Commercial associate,F
302692,1024740.0,52452.0,900000.0,-13198,0,-3253.0,Higher education,Cash loans,Married,House / apartment,Commercial associate,F
302749,450000.0,35685.0,450000.0,-12439,1,-180.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
302820,297130.5,18085.5,256500.0,-9127,0,-1157.0,Incomplete higher,Cash loans,Single / not married,House / apartment,Working,F
302837,256500.0,19980.0,256500.0,-15714,0,-458.0,Secondary / secondary special,Cash loans,Separated,House / apartment,Commercial associate,F
302869,728460.0,37849.5,675000.0,-9721,0,-392.0,Higher education,Cash loans,Married,House / apartment,Commercial associate,F
302963,495000.0,30411.0,495000.0,-14237,1,-2290.0,Higher education,Cash loans,Married,House / apartment,Working,F
302999,597339.0,33484.5,553500.0,-17900,0,-2337.0,Secondary / secondary special,Cash loans,Widow,House / apartment,Working,F
303022,1183963.5,38322.0,927000.0,-14273,1,-2165.0,Secondary / secondary special,Cash loans,Married,Municipal apartment,Commercial associate,F
303024,884124.0,25978.5,738000.0,-16846,0,-314.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
303041,315000.0,35626.5,315000.0,-15808,0,-1923.0,Incomplete higher,Cash loans,Married,House / apartment,Working,F
303058,675000.0,21775.5,675000.0,-12068,0,-586.0,Higher education,Cash loans,Single / not married,House / apartment,Commercial associate,F
303065,143910.0,14872.5,135000.0,-14578,0,-4009.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Working,F
303181,900000.0,26316.0,900000.0,-19487,0,-7441.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
303214,508495.5,24462.0,454500.0,-15355,0,-2523.0,Secondary / secondary special,Cash loans,Married,Office apartment,Working,F
303272,450000.0,32742.0,450000.0,-13595,0,-2361.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Working,F
303340,279000.0,20430.0,279000.0,-12603,1,-1431.0,Higher education,Cash loans,Single / not married,House / apartment,Working,F
303382,180000.0,9895.5,180000.0,-18239,0,-5428.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
303388,868500.0,34573.5,868500.0,-20464,0,-3642.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
303401,495801.0,33394.5,468000.0,-21104,0,-2724.0,Secondary / secondary special,Cash loans,Widow,House / apartment,Working,F
303402,993082.5,42205.5,913500.0,-16322,1,-7086.0,Higher education,Cash loans,Married,Municipal apartment,Working,F
303425,1006920.0,42790.5,900000.0,-15530,0,-3567.0,Higher education,Cash loans,Married,House / apartment,Working,M
303431,254700.0,17149.5,225000.0,-24074,0,-6101.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
303489,99504.0,11250.0,90000.0,-12739,0,-130.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Working,M
303496,254700.0,25321.5,225000.0,-18336,0,-4566.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Commercial associate,F
303517,450000.0,22500.0,450000.0,-9793,0,-217.0,Higher education,Revolving loans,Single / not married,House / apartment,Commercial associate,F
303539,225000.0,11250.0,225000.0,-14038,2,-307.0,Higher education,Revolving loans,Married,Municipal apartment,State servant,F
303550,450000.0,24543.0,450000.0,-10571,1,-1263.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Commercial associate,F
303580,325908.0,22176.0,247500.0,-12532,1,-2256.0,Secondary / secondary special,Cash loans,Married,Rented apartment,Commercial associate,M
303615,101880.0,10971.0,90000.0,-14891,0,-6576.0,Higher education,Cash loans,Married,House / apartment,State servant,F
303616,315000.0,25015.5,315000.0,-12146,1,-790.0,Secondary / secondary special,Cash loans,Married,With parents,Working,F
303620,1303191.0,46939.5,1053000.0,-16578,1,-1354.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,M
303623,469152.0,24084.0,405000.0,-18763,0,-4625.0,Higher education,Cash loans,Married,House / apartment,State servant,F
303629,1125000.0,33025.5,1125000.0,-11867,1,-2453.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Commercial associate,F
303683,157500.0,7875.0,157500.0,-17785,0,-2231.0,Secondary / secondary special,Revolving loans,Married,House / apartment,Commercial associate,F
303713,469152.0,40266.0,405000.0,-16177,0,-1830.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
303721,1062027.0,31180.5,886500.0,-16040,0,-392.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
303728,684000.0,27256.5,684000.0,-16013,1,-365.0,Higher education,Cash loans,Separated,Rented apartment,Commercial associate,F
303754,450000.0,35685.0,450000.0,-17172,0,-6874.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Working,F
303880,550980.0,43659.0,450000.0,-10553,1,-2860.0,Higher education,Cash loans,Married,With parents,Working,F
303918,247500.0,9459.0,247500.0,-14504,1,-2161.0,Higher education,Cash loans,Single / not married,House / apartment,State servant,F
304006,325908.0,17194.5,247500.0,-13228,3,-5217.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
304078,1546020.0,42642.0,1350000.0,-18843,1,-4862.0,Secondary / secondary special,Cash loans,Married,Municipal apartment,Working,F
304083,545040.0,25537.5,450000.0,-17347,0,-798.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Working,M
304090,373311.0,19188.0,283500.0,-11798,2,-505.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
304176,337500.0,16875.0,337500.0,-16646,0,-1462.0,Higher education,Revolving loans,Married,House / apartment,Working,F
304387,532494.0,42201.0,454500.0,-14015,0,-1362.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
304426,837000.0,27661.5,837000.0,-17668,0,-2300.0,Higher education,Cash loans,Single / not married,House / apartment,Working,F
304467,781920.0,25969.5,675000.0,-19950,0,-1881.0,Secondary / secondary special,Cash loans,Civil marriage,Municipal apartment,Commercial associate,F
304513,238500.0,10908.0,238500.0,-15162,0,-143.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
304542,239850.0,25960.5,225000.0,-18863,1,-3194.0,Higher education,Cash loans,Married,House / apartment,State servant,F
304668,808650.0,26217.0,675000.0,-15139,1,-6402.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Working,F
304681,1078200.0,31653.0,900000.0,-16999,0,-64.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
304712,450000.0,42075.0,450000.0,-18840,0,-2421.0,Higher education,Cash loans,Married,House / apartment,Commercial associate,M
304781,278613.0,29691.0,252000.0,-11685,0,-2344.0,Incomplete higher,Cash loans,Married,House / apartment,Working,M
304804,202500.0,10125.0,202500.0,-9639,1,-806.0,Secondary / secondary special,Revolving loans,Married,House / apartment,Working,F
304882,750645.0,24939.0,648000.0,-19451,0,-307.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Working,F
304894,552555.0,35442.0,477000.0,-12372,1,-1459.0,Higher education,Cash loans,Married,House / apartment,Working,F
304910,630000.0,31500.0,630000.0,-16730,0,-3462.0,Secondary / secondary special,Revolving loans,Married,House / apartment,Commercial associate,M
305001,387144.0,28300.5,342000.0,-12140,1,-3450.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
305032,964989.0,28345.5,805500.0,-11715,2,-1183.0,Higher education,Cash loans,Married,House / apartment,Working,F
305247,276277.5,16825.5,238500.0,-14473,0,-459.0,Secondary / secondary special,Cash loans,Separated,House / apartment,Commercial associate,F
305332,675000.0,26154.0,675000.0,-19112,0,-1295.0,Higher education,Cash loans,Married,House / apartment,Working,F
305336,517500.0,21204.0,517500.0,-10317,0,-989.0,Higher education,Cash loans,Married,House / apartment,Working,F
305337,1166724.0,37638.0,913500.0,-17061,1,-1251.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
305491,283500.0,13635.0,283500.0,-16740,0,-3017.0,Secondary / secondary special,Cash loans,Widow,House / apartment,Working,F
305505,1035832.5,33543.0,904500.0,-16957,0,-836.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
305552,816660.0,26473.5,585000.0,-19034,2,-5294.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
305555,343377.0,19840.5,283500.0,-13189,0,-1601.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
305573,495216.0,26059.5,427500.0,-12897,2,-1087.0,Higher education,Cash loans,Married,House / apartment,Working,M
305597,180000.0,9000.0,180000.0,-8183,0,-927.0,Secondary / secondary special,Revolving loans,Single / not married,House / apartment,Working,F
305616,679500.0,39856.5,679500.0,-14232,1,-2899.0,Higher education,Cash loans,Married,House / apartment,Commercial associate,M
305639,315000.0,21051.0,315000.0,-8755,0,-289.0,Higher education,Cash loans,Single / not married,House / apartment,Working,M
305644,187704.0,13788.0,148500.0,-12853,2,-395.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
305651,432000.0,19156.5,432000.0,-19051,0,-690.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
305714,760225.5,30280.5,679500.0,-15653,0,-2235.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
305830,1348848.0,53622.0,1156500.0,-22414,0,-724.0,Higher education,Cash loans,Married,House / apartment,Commercial associate,M
305872,1293502.5,41854.5,1129500.0,-17041,0,-1164.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
305878,450000.0,21109.5,450000.0,-14349,0,-273.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Working,F
305900,270000.0,13500.0,270000.0,-11413,0,-1517.0,Secondary / secondary special,Revolving loans,Married,House / apartment,Working,F
305904,364356.0,19764.0,261000.0,-11434,0,-580.0,Higher education,Cash loans,Single / not married,Municipal apartment,Working,F
306044,808650.0,26086.5,675000.0,-12613,0,-706.0,Higher education,Cash loans,Separated,With parents,Commercial associate,F
306119,1078200.0,31653.0,900000.0,-16404,1,-6987.0,Higher education,Cash loans,Single / not married,House / apartment,Working,F
306154,256500.0,20394.0,256500.0,-12106,1,-555.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
306158,675000.0,32472.0,675000.0,-11392,2,-605.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Working,F
306170,360000.0,18000.0,360000.0,-12575,2,-1790.0,Secondary / secondary special,Revolving loans,Married,Rented apartment,State servant,F
306210,247500.0,12375.0,247500.0,-18311,0,-9346.0,Secondary / secondary special,Revolving loans,Married,House / apartment,Working,F
306219,540000.0,27000.0,540000.0,-10056,1,-1318.0,Higher education,Revolving loans,Married,With parents,Working,F
306297,1024740.0,52452.0,900000.0,-12568,1,-2068.0,Higher education,Cash loans,Married,House / apartment,Commercial associate,F
306364,542133.0,33295.5,468000.0,-10320,0,-102.0,Higher education,Cash loans,Single / not married,House / apartment,Commercial associate,F
306408,227520.0,11196.0,180000.0,-12821,0,-3651.0,Secondary / secondary special,Cash loans,Single / not married,With parents,Working,M
306459,1006920.0,45630.0,900000.0,-10137,0,-2628.0,Incomplete higher,Cash loans,Married,House / apartment,State servant,F
306472,540000.0,22698.0,540000.0,-13012,1,-2817.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
306564,358443.0,17563.5,252000.0,-16080,1,-9451.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
306565,900000.0,41836.5,900000.0,-10405,2,-2827.0,Incomplete higher,Cash loans,Married,House / apartment,Working,M
306581,1288350.0,41692.5,1125000.0,-17689,0,-2701.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,M
306601,1078200.0,38331.0,900000.0,-11436,1,-369.0,Secondary / secondary special,Cash loans,Married,With parents,Commercial associate,M
306701,754740.0,22198.5,630000.0,-20939,0,-2680.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
